eventname	subjectkey	site_id_l
6_month_followup	NDAR_INV000193	site01
6_month_followup	NDAR_INV000194	site02
6_month_followup	NDAR_INV000195	site01
6_month_followup	NDAR_INV000196	site01
6_month_followup	NDAR_INV000197	site03
6_month_followup	NDAR_INV000198	site01
6_month_followup	NDAR_INV000199	site02
6_month_followup	NDAR_INV000200	site02
6_month_followup	NDAR_INV000201	site02
6_month_followup	NDAR_INV000202	site02
6_month_followup	NDAR_INV000203	site03
6_month_followup	NDAR_INV000204	site01
6_month_followup	NDAR_INV000205	site02
6_month_followup	NDAR_INV000206	site03
6_month_followup	NDAR_INV000207	site03
6_month_followup	NDAR_INV000208	site03
6_month_followup	NDAR_INV000209	site02
6_month_followup	NDAR_INV000210	site03
6_month_followup	NDAR_INV000211	site03
6_month_followup	NDAR_INV000212	site03
6_month_followup	NDAR_INV000213	site03
6_month_followup	NDAR_INV000214	site01
6_month_followup	NDAR_INV000215	site03
6_month_followup	NDAR_INV000216	site01
6_month_followup	NDAR_INV000217	site03
6_month_followup	NDAR_INV000218	site02
6_month_followup	NDAR_INV000219	site02
6_month_followup	NDAR_INV000220	site02
6_month_followup	NDAR_INV000221	site01
6_month_followup	NDAR_INV000222	site02
6_month_followup	NDAR_INV000223	site03
6_month_followup	NDAR_INV000224	site01
6_month_followup	NDAR_INV000225	site02
6_month_followup	NDAR_INV000226	site01
6_month_followup	NDAR_INV000227	site03
6_month_followup	NDAR_INV000228	site01
6_month_followup	NDAR_INV000229	site03
6_month_followup	NDAR_INV000230	site01
6_month_followup	NDAR_INV000231	site03
6_month_followup	NDAR_INV000232	site02
6_month_followup	NDAR_INV000233	site03
6_month_followup	NDAR_INV000234	site01
6_month_followup	NDAR_INV000235	site02
6_month_followup	NDAR_INV000236	site01
6_month_followup	NDAR_INV000237	site03
6_month_followup	NDAR_INV000238	site01
6_month_followup	NDAR_INV000239	site02
6_month_followup	NDAR_INV000240	site03
6_month_followup	NDAR_INV000241	site01
6_month_followup	NDAR_INV000242	site02
6_month_followup	NDAR_INV000243	site01
6_month_followup	NDAR_INV000244	site03
6_month_followup	NDAR_INV000245	site03
6_month_followup	NDAR_INV000246	site02
6_month_followup	NDAR_INV000247	site03
6_month_followup	NDAR_INV000248	site02
6_month_followup	NDAR_INV000249	site01
6_month_followup	NDAR_INV000250	site02
6_month_followup	NDAR_INV000251	site03
6_month_followup	NDAR_INV000252	site02
6_month_followup	NDAR_INV000253	site01
6_month_followup	NDAR_INV000254	site02
6_month_followup	NDAR_INV000255	site03
6_month_followup	NDAR_INV000256	site03
6_month_followup	NDAR_INV000257	site03
6_month_followup	NDAR_INV000258	site03
6_month_followup	NDAR_INV000259	site01
6_month_followup	NDAR_INV000260	site02
6_month_followup	NDAR_INV000261	site02
6_month_followup	NDAR_INV000262	site01
6_month_followup	NDAR_INV000263	site02
6_month_followup	NDAR_INV000264	site03
6_month_followup	NDAR_INV000265	site01
6_month_followup	NDAR_INV000266	site02
6_month_followup	NDAR_INV000267	site01
6_month_followup	NDAR_INV000268	site02
6_month_followup	NDAR_INV000269	site03
6_month_followup	NDAR_INV000270	site01
6_month_followup	NDAR_INV000271	site03
6_month_followup	NDAR_INV000272	site02
6_month_followup	NDAR_INV000273	site01
6_month_followup	NDAR_INV000274	site03
6_month_followup	NDAR_INV000275	site02
6_month_followup	NDAR_INV000276	site03
6_month_followup	NDAR_INV000277	site02
6_month_followup	NDAR_INV000278	site01
6_month_followup	NDAR_INV000279	site03
6_month_followup	NDAR_INV000280	site03
6_month_followup	NDAR_INV000281	site03
6_month_followup	NDAR_INV000282	site03
6_month_followup	NDAR_INV000283	site01
6_month_followup	NDAR_INV000284	site02
6_month_followup	NDAR_INV000285	site01
6_month_followup	NDAR_INV000286	site02
6_month_followup	NDAR_INV000287	site02
6_month_followup	NDAR_INV000288	site03
6_month_followup	NDAR_INV000289	site03
6_month_followup	NDAR_INV000290	site03
6_month_followup	NDAR_INV000291	site01
6_month_followup	NDAR_INV000292	site02
6_month_followup	NDAR_INV000293	site03
6_month_followup	NDAR_INV000294	site02
6_month_followup	NDAR_INV000295	site01
6_month_followup	NDAR_INV000296	site02
6_month_followup	NDAR_INV000297	site01
6_month_followup	NDAR_INV000298	site03
6_month_followup	NDAR_INV000299	site03
6_month_followup	NDAR_INV000300	site02
6_month_followup	NDAR_INV000301	site02
6_month_followup	NDAR_INV000302	site02
6_month_followup	NDAR_INV000303	site01
6_month_followup	NDAR_INV000304	site01
6_month_followup	NDAR_INV000305	site01
6_month_followup	NDAR_INV000306	site01
6_month_followup	NDAR_INV000307	site03
6_month_followup	NDAR_INV000308	site02
6_month_followup	NDAR_INV000309	site02
6_month_followup	NDAR_INV000310	site01
6_month_followup	NDAR_INV000311	site02
6_month_followup	NDAR_INV000312	site02
6_month_followup	NDAR_INV000313	site01
6_month_followup	NDAR_INV000314	site03
6_month_followup	NDAR_INV000315	site03
6_month_followup	NDAR_INV000316	site03
6_month_followup	NDAR_INV000317	site02
6_month_followup	NDAR_INV000318	site03
6_month_followup	NDAR_INV000319	site02
6_month_followup	NDAR_INV000320	site03
6_month_followup	NDAR_INV000321	site03
6_month_followup	NDAR_INV000322	site02
6_month_followup	NDAR_INV000323	site03
6_month_followup	NDAR_INV000324	site03
6_month_followup	NDAR_INV000325	site02
6_month_followup	NDAR_INV000326	site03
6_month_followup	NDAR_INV000327	site02
6_month_followup	NDAR_INV000328	site01
6_month_followup	NDAR_INV000329	site02
6_month_followup	NDAR_INV000330	site03
6_month_followup	NDAR_INV000331	site01
6_month_followup	NDAR_INV000332	site01
6_month_followup	NDAR_INV000333	site03
6_month_followup	NDAR_INV000334	site02
6_month_followup	NDAR_INV000335	site02
6_month_followup	NDAR_INV000336	site03
6_month_followup	NDAR_INV000337	site02
6_month_followup	NDAR_INV000338	site03
6_month_followup	NDAR_INV000339	site03
6_month_followup	NDAR_INV000340	site03
6_month_followup	NDAR_INV000341	site01
6_month_followup	NDAR_INV000342	site03
6_month_followup	NDAR_INV000343	site02
6_month_followup	NDAR_INV000344	site03
6_month_followup	NDAR_INV000345	site02
6_month_followup	NDAR_INV000346	site02
6_month_followup	NDAR_INV000347	site01
6_month_followup	NDAR_INV000348	site03
6_month_followup	NDAR_INV000349	site02
6_month_followup	NDAR_INV000350	site03
6_month_followup	NDAR_INV000351	site03
6_month_followup	NDAR_INV000352	site01
6_month_followup	NDAR_INV000353	site02
6_month_followup	NDAR_INV000354	site02
6_month_followup	NDAR_INV000355	site03
6_month_followup	NDAR_INV000356	site01
6_month_followup	NDAR_INV000357	site01
6_month_followup	NDAR_INV000358	site02
6_month_followup	NDAR_INV000359	site01
6_month_followup	NDAR_INV000360	site02
6_month_followup	NDAR_INV000361	site01
6_month_followup	NDAR_INV000362	site03
6_month_followup	NDAR_INV000363	site02
6_month_followup	NDAR_INV000364	site03
6_month_followup	NDAR_INV000365	site01
6_month_followup	NDAR_INV000366	site01
6_month_followup	NDAR_INV000367	site02
6_month_followup	NDAR_INV000368	site02
6_month_followup	NDAR_INV000369	site03
6_month_followup	NDAR_INV000370	site03
6_month_followup	NDAR_INV000371	site01
6_month_followup	NDAR_INV000372	site01
6_month_followup	NDAR_INV000373	site01
6_month_followup	NDAR_INV000374	site01
6_month_followup	NDAR_INV000375	site02
6_month_followup	NDAR_INV000376	site02
6_month_followup	NDAR_INV000377	site02
6_month_followup	NDAR_INV000378	site03
6_month_followup	NDAR_INV000379	site02
6_month_followup	NDAR_INV000380	site03
6_month_followup	NDAR_INV000381	site03
6_month_followup	NDAR_INV000382	site01
6_month_followup	NDAR_INV000383	site03
6_month_followup	NDAR_INV000384	site01
6_month_followup	NDAR_INV000385	site01
6_month_followup	NDAR_INV000386	site03
6_month_followup	NDAR_INV000387	site02
6_month_followup	NDAR_INV000388	site01
6_month_followup	NDAR_INV000389	site01
6_month_followup	NDAR_INV000390	site02
6_month_followup	NDAR_INV000391	site03
6_month_followup	NDAR_INV000392	site02
6_month_followup	NDAR_INV000393	site03
6_month_followup	NDAR_INV000394	site02
6_month_followup	NDAR_INV000395	site02
6_month_followup	NDAR_INV000396	site03
6_month_followup	NDAR_INV000397	site01
6_month_followup	NDAR_INV000398	site03
6_month_followup	NDAR_INV000399	site01
6_month_followup	NDAR_INV000400	site03
6_month_followup	NDAR_INV000401	site03
6_month_followup	NDAR_INV000402	site01
6_month_followup	NDAR_INV000403	site02
6_month_followup	NDAR_INV000404	site03
6_month_followup	NDAR_INV000405	site02
6_month_followup	NDAR_INV000406	site01
6_month_followup	NDAR_INV000407	site02
6_month_followup	NDAR_INV000408	site01
6_month_followup	NDAR_INV000409	site03
6_month_followup	NDAR_INV000410	site03
6_month_followup	NDAR_INV000411	site03
6_month_followup	NDAR_INV000412	site02
6_month_followup	NDAR_INV000413	site03
6_month_followup	NDAR_INV000414	site02
6_month_followup	NDAR_INV000415	site03
6_month_followup	NDAR_INV000416	site01
6_month_followup	NDAR_INV000417	site03
6_month_followup	NDAR_INV000418	site02
6_month_followup	NDAR_INV000419	site02
6_month_followup	NDAR_INV000420	site01
6_month_followup	NDAR_INV000421	site02
6_month_followup	NDAR_INV000422	site02
6_month_followup	NDAR_INV000423	site02
6_month_followup	NDAR_INV000424	site02
6_month_followup	NDAR_INV000425	site02
6_month_followup	NDAR_INV000426	site02
6_month_followup	NDAR_INV000427	site01
6_month_followup	NDAR_INV000428	site01
6_month_followup	NDAR_INV000429	site02
6_month_followup	NDAR_INV000430	site02
6_month_followup	NDAR_INV000431	site03
6_month_followup	NDAR_INV000432	site03
6_month_followup	NDAR_INV000433	site03
6_month_followup	NDAR_INV000434	site02
6_month_followup	NDAR_INV000435	site01
6_month_followup	NDAR_INV000436	site03
6_month_followup	NDAR_INV000437	site01
6_month_followup	NDAR_INV000438	site01
6_month_followup	NDAR_INV000439	site03
6_month_followup	NDAR_INV000440	site02
6_month_followup	NDAR_INV000441	site02
6_month_followup	NDAR_INV000442	site02
6_month_followup	NDAR_INV000443	site02
6_month_followup	NDAR_INV000444	site01
6_month_followup	NDAR_INV000445	site01
6_month_followup	NDAR_INV000446	site01
6_month_followup	NDAR_INV000447	site02
6_month_followup	NDAR_INV000448	site01
6_month_followup	NDAR_INV000449	site01
6_month_followup	NDAR_INV000450	site01
6_month_followup	NDAR_INV000451	site01
6_month_followup	NDAR_INV000452	site02
6_month_followup	NDAR_INV000453	site02
6_month_followup	NDAR_INV000454	site03
6_month_followup	NDAR_INV000455	site02
6_month_followup	NDAR_INV000456	site03
6_month_followup	NDAR_INV000457	site01
6_month_followup	NDAR_INV000458	site01
6_month_followup	NDAR_INV000459	site01
6_month_followup	NDAR_INV000460	site02
6_month_followup	NDAR_INV000461	site03
6_month_followup	NDAR_INV000462	site03
6_month_followup	NDAR_INV000463	site01
6_month_followup	NDAR_INV000464	site03
6_month_followup	NDAR_INV000465	site02
6_month_followup	NDAR_INV000466	site02
6_month_followup	NDAR_INV000467	site03
6_month_followup	NDAR_INV000468	site03
6_month_followup	NDAR_INV000469	site03
6_month_followup	NDAR_INV000470	site01
6_month_followup	NDAR_INV000471	site02
6_month_followup	NDAR_INV000472	site01
6_month_followup	NDAR_INV000473	site02
6_month_followup	NDAR_INV000474	site02
6_month_followup	NDAR_INV000475	site02
6_month_followup	NDAR_INV000476	site03
6_month_followup	NDAR_INV000477	site03
6_month_followup	NDAR_INV000478	site02
6_month_followup	NDAR_INV000479	site03
6_month_followup	NDAR_INV000480	site03
6_month_followup	NDAR_INV000481	site03
6_month_followup	NDAR_INV000482	site03
6_month_followup	NDAR_INV000483	site03
6_month_followup	NDAR_INV000484	site01
6_month_followup	NDAR_INV000485	site01
6_month_followup	NDAR_INV000486	site03
6_month_followup	NDAR_INV000487	site03
6_month_followup	NDAR_INV000488	site02
6_month_followup	NDAR_INV000489	site02
6_month_followup	NDAR_INV000490	site03
6_month_followup	NDAR_INV000491	site03
6_month_followup	NDAR_INV000492	site02
6_month_followup	NDAR_INV000493	site02
6_month_followup	NDAR_INV000494	site02
6_month_followup	NDAR_INV000495	site03
6_month_followup	NDAR_INV000496	site03
6_month_followup	NDAR_INV000497	site01
6_month_followup	NDAR_INV000498	site03
6_month_followup	NDAR_INV000499	site01
6_month_followup	NDAR_INV000500	site03
6_month_followup	NDAR_INV000501	site02
6_month_followup	NDAR_INV000502	site03
6_month_followup	NDAR_INV000503	site01
6_month_followup	NDAR_INV000504	site02
6_month_followup	NDAR_INV000505	site02
6_month_followup	NDAR_INV000506	site03
6_month_followup	NDAR_INV000507	site03
6_month_followup	NDAR_INV000508	site01
6_month_followup	NDAR_INV000509	site02
6_month_followup	NDAR_INV000510	site03
6_month_followup	NDAR_INV000511	site02
6_month_followup	NDAR_INV000512	site02
6_month_followup	NDAR_INV000513	site03
6_month_followup	NDAR_INV000514	site02
6_month_followup	NDAR_INV000515	site01
6_month_followup	NDAR_INV000516	site03
6_month_followup	NDAR_INV000517	site03
6_month_followup	NDAR_INV000518	site02
6_month_followup	NDAR_INV000519	site03
6_month_followup	NDAR_INV000520	site03
6_month_followup	NDAR_INV000521	site02
6_month_followup	NDAR_INV000522	site03
6_month_followup	NDAR_INV000523	site03
6_month_followup	NDAR_INV000524	site01
6_month_followup	NDAR_INV000525	site03
6_month_followup	NDAR_INV000526	site01
6_month_followup	NDAR_INV000527	site03
6_month_followup	NDAR_INV000528	site01
6_month_followup	NDAR_INV000529	site01
6_month_followup	NDAR_INV000530	site01
6_month_followup	NDAR_INV000531	site01
6_month_followup	NDAR_INV000532	site02
6_month_followup	NDAR_INV000533	site03
6_month_followup	NDAR_INV000534	site01
6_month_followup	NDAR_INV000535	site02
6_month_followup	NDAR_INV000536	site02
6_month_followup	NDAR_INV000537	site01
6_month_followup	NDAR_INV000538	site01
6_month_followup	NDAR_INV000539	site03
6_month_followup	NDAR_INV000540	site01
6_month_followup	NDAR_INV000541	site01
6_month_followup	NDAR_INV000542	site02
6_month_followup	NDAR_INV000543	site03
6_month_followup	NDAR_INV000544	site03
6_month_followup	NDAR_INV000545	site02
6_month_followup	NDAR_INV000546	site03
6_month_followup	NDAR_INV000547	site03
6_month_followup	NDAR_INV000548	site01
6_month_followup	NDAR_INV000549	site02
6_month_followup	NDAR_INV000550	site03
6_month_followup	NDAR_INV000551	site03
6_month_followup	NDAR_INV000552	site02
6_month_followup	NDAR_INV000553	site02
6_month_followup	NDAR_INV000554	site02
6_month_followup	NDAR_INV000555	site01
6_month_followup	NDAR_INV000556	site02
6_month_followup	NDAR_INV000557	site03
6_month_followup	NDAR_INV000558	site03
6_month_followup	NDAR_INV000559	site03
6_month_followup	NDAR_INV000560	site01
6_month_followup	NDAR_INV000561	site01
6_month_followup	NDAR_INV000562	site02
6_month_followup	NDAR_INV000563	site03
6_month_followup	NDAR_INV000564	site02
6_month_followup	NDAR_INV000565	site02
6_month_followup	NDAR_INV000566	site01
6_month_followup	NDAR_INV000567	site02
6_month_followup	NDAR_INV000568	site03
6_month_followup	NDAR_INV000569	site02
6_month_followup	NDAR_INV000570	site01
6_month_followup	NDAR_INV000571	site01
6_month_followup	NDAR_INV000572	site02
6_month_followup	NDAR_INV000573	site03
6_month_followup	NDAR_INV000574	site02
6_month_followup	NDAR_INV000575	site01
6_month_followup	NDAR_INV000576	site02
6_month_followup	NDAR_INV000577	site03
6_month_followup	NDAR_INV000578	site01
6_month_followup	NDAR_INV000579	site02
6_month_followup	NDAR_INV000580	site02
6_month_followup	NDAR_INV000581	site01
6_month_followup	NDAR_INV000582	site02
6_month_followup	NDAR_INV000583	site02
6_month_followup	NDAR_INV000584	site02
6_month_followup	NDAR_INV000585	site03
6_month_followup	NDAR_INV000586	site03
6_month_followup	NDAR_INV000587	site02
6_month_followup	NDAR_INV000588	site01
6_month_followup	NDAR_INV000589	site02
6_month_followup	NDAR_INV000590	site02
6_month_followup	NDAR_INV000591	site03
6_month_followup	NDAR_INV000592	site03
6_month_followup	NDAR_INV000593	site01
6_month_followup	NDAR_INV000594	site01
6_month_followup	NDAR_INV000595	site03
6_month_followup	NDAR_INV000596	site02
6_month_followup	NDAR_INV000597	site02
6_month_followup	NDAR_INV000598	site01
6_month_followup	NDAR_INV000599	site03
6_month_followup	NDAR_INV000600	site02
6_month_followup	NDAR_INV000601	site01
6_month_followup	NDAR_INV000602	site03
6_month_followup	NDAR_INV000603	site02
6_month_followup	NDAR_INV000604	site01
6_month_followup	NDAR_INV000605	site03
6_month_followup	NDAR_INV000606	site02
6_month_followup	NDAR_INV000607	site01
6_month_followup	NDAR_INV000608	site03
6_month_followup	NDAR_INV000609	site01
6_month_followup	NDAR_INV000610	site02
6_month_followup	NDAR_INV000611	site02
6_month_followup	NDAR_INV000612	site02
6_month_followup	NDAR_INV000613	site03
6_month_followup	NDAR_INV000614	site02
6_month_followup	NDAR_INV000615	site02
6_month_followup	NDAR_INV000616	site02
6_month_followup	NDAR_INV000617	site01
6_month_followup	NDAR_INV000618	site02
6_month_followup	NDAR_INV000619	site02
6_month_followup	NDAR_INV000620	site03
6_month_followup	NDAR_INV000621	site01
6_month_followup	NDAR_INV000622	site01
6_month_followup	NDAR_INV000623	site01
6_month_followup	NDAR_INV000624	site02
6_month_followup	NDAR_INV000625	site02
6_month_followup	NDAR_INV000626	site01
6_month_followup	NDAR_INV000627	site03
6_month_followup	NDAR_INV000628	site01
6_month_followup	NDAR_INV000629	site01
6_month_followup	NDAR_INV000630	site02
6_month_followup	NDAR_INV000631	site02
6_month_followup	NDAR_INV000632	site03
6_month_followup	NDAR_INV000633	site01
6_month_followup	NDAR_INV000634	site02
6_month_followup	NDAR_INV000635	site03
6_month_followup	NDAR_INV000636	site03
6_month_followup	NDAR_INV000637	site02
6_month_followup	NDAR_INV000638	site02
6_month_followup	NDAR_INV000639	site02
6_month_followup	NDAR_INV000640	site01
6_month_followup	NDAR_INV000641	site01
6_month_followup	NDAR_INV000642	site01
6_month_followup	NDAR_INV000643	site01
6_month_followup	NDAR_INV000644	site02
6_month_followup	NDAR_INV000645	site01
6_month_followup	NDAR_INV000646	site03
6_month_followup	NDAR_INV000647	site01
6_month_followup	NDAR_INV000648	site01
6_month_followup	NDAR_INV000649	site02
6_month_followup	NDAR_INV000650	site02
6_month_followup	NDAR_INV000651	site02
6_month_followup	NDAR_INV000652	site02
6_month_followup	NDAR_INV000653	site01
6_month_followup	NDAR_INV000654	site03
6_month_followup	NDAR_INV000655	site03
6_month_followup	NDAR_INV000656	site01
6_month_followup	NDAR_INV000657	site02
6_month_followup	NDAR_INV000658	site03
6_month_followup	NDAR_INV000659	site01
6_month_followup	NDAR_INV000660	site02
6_month_followup	NDAR_INV000661	site03
6_month_followup	NDAR_INV000662	site02
6_month_followup	NDAR_INV000663	site02
6_month_followup	NDAR_INV000664	site02
6_month_followup	NDAR_INV000665	site02
6_month_followup	NDAR_INV000666	site03
6_month_followup	NDAR_INV000667	site03
6_month_followup	NDAR_INV000668	site02
6_month_followup	NDAR_INV000669	site03
6_month_followup	NDAR_INV000670	site01
6_month_followup	NDAR_INV000671	site02
6_month_followup	NDAR_INV000672	site02
6_month_followup	NDAR_INV000673	site03
6_month_followup	NDAR_INV000674	site01
6_month_followup	NDAR_INV000675	site02
6_month_followup	NDAR_INV000676	site03
6_month_followup	NDAR_INV000677	site02
6_month_followup	NDAR_INV000678	site02
6_month_followup	NDAR_INV000679	site02
6_month_followup	NDAR_INV000680	site01
6_month_followup	NDAR_INV000681	site03
6_month_followup	NDAR_INV000682	site01
6_month_followup	NDAR_INV000683	site03
6_month_followup	NDAR_INV000684	site01
6_month_followup	NDAR_INV000685	site03
6_month_followup	NDAR_INV000686	site02
6_month_followup	NDAR_INV000687	site01
6_month_followup	NDAR_INV000688	site01
6_month_followup	NDAR_INV000689	site02
6_month_followup	NDAR_INV000690	site02
6_month_followup	NDAR_INV000691	site03
6_month_followup	NDAR_INV000692	site02
6_month_followup	NDAR_INV000693	site02
6_month_followup	NDAR_INV000694	site01
6_month_followup	NDAR_INV000695	site02
6_month_followup	NDAR_INV000696	site03
6_month_followup	NDAR_INV000697	site01
6_month_followup	NDAR_INV000698	site03
6_month_followup	NDAR_INV000699	site01
6_month_followup	NDAR_INV000700	site01
6_month_followup	NDAR_INV000701	site03
6_month_followup	NDAR_INV000702	site03
6_month_followup	NDAR_INV000703	site01
6_month_followup	NDAR_INV000704	site02
6_month_followup	NDAR_INV000705	site02
6_month_followup	NDAR_INV000706	site03
6_month_followup	NDAR_INV000707	site03
6_month_followup	NDAR_INV000708	site02
6_month_followup	NDAR_INV000709	site03
6_month_followup	NDAR_INV000710	site02
6_month_followup	NDAR_INV000711	site02
6_month_followup	NDAR_INV000712	site03
6_month_followup	NDAR_INV000713	site02
6_month_followup	NDAR_INV000714	site01
6_month_followup	NDAR_INV000715	site01
6_month_followup	NDAR_INV000716	site03
6_month_followup	NDAR_INV000717	site01
6_month_followup	NDAR_INV000718	site01
6_month_followup	NDAR_INV000719	site03
6_month_followup	NDAR_INV000720	site02
6_month_followup	NDAR_INV000721	site03
6_month_followup	NDAR_INV000722	site01
6_month_followup	NDAR_INV000723	site01
6_month_followup	NDAR_INV000724	site03
6_month_followup	NDAR_INV000725	site03
6_month_followup	NDAR_INV000726	site02
6_month_followup	NDAR_INV000727	site01
6_month_followup	NDAR_INV000728	site03
6_month_followup	NDAR_INV000729	site03
6_month_followup	NDAR_INV000730	site02
6_month_followup	NDAR_INV000731	site01
6_month_followup	NDAR_INV000732	site02
6_month_followup	NDAR_INV000733	site02
6_month_followup	NDAR_INV000734	site03
6_month_followup	NDAR_INV000735	site03
6_month_followup	NDAR_INV000736	site02
6_month_followup	NDAR_INV000737	site01
6_month_followup	NDAR_INV000738	site02
6_month_followup	NDAR_INV000739	site02
6_month_followup	NDAR_INV000740	site02
6_month_followup	NDAR_INV000741	site02
6_month_followup	NDAR_INV000742	site02
6_month_followup	NDAR_INV000743	site01
6_month_followup	NDAR_INV000744	site02
6_month_followup	NDAR_INV000745	site02
6_month_followup	NDAR_INV000746	site01
6_month_followup	NDAR_INV000747	site01
6_month_followup	NDAR_INV000748	site01
6_month_followup	NDAR_INV000749	site02
6_month_followup	NDAR_INV000750	site03
6_month_followup	NDAR_INV000751	site03
6_month_followup	NDAR_INV000752	site03
6_month_followup	NDAR_INV000753	site03
6_month_followup	NDAR_INV000754	site01
6_month_followup	NDAR_INV000755	site03
6_month_followup	NDAR_INV000756	site01
6_month_followup	NDAR_INV000757	site03
6_month_followup	NDAR_INV000758	site01
6_month_followup	NDAR_INV000759	site02
6_month_followup	NDAR_INV000760	site01
6_month_followup	NDAR_INV000761	site03
6_month_followup	NDAR_INV000762	site03
6_month_followup	NDAR_INV000763	site03
6_month_followup	NDAR_INV000764	site01
6_month_followup	NDAR_INV000765	site02
6_month_followup	NDAR_INV000766	site03
6_month_followup	NDAR_INV000767	site02
6_month_followup	NDAR_INV000768	site03
6_month_followup	NDAR_INV000769	site03
6_month_followup	NDAR_INV000770	site02
6_month_followup	NDAR_INV000771	site01
6_month_followup	NDAR_INV000772	site03
6_month_followup	NDAR_INV000773	site03
6_month_followup	NDAR_INV000774	site01
6_month_followup	NDAR_INV000775	site02
6_month_followup	NDAR_INV000776	site02
6_month_followup	NDAR_INV000777	site03
6_month_followup	NDAR_INV000778	site01
6_month_followup	NDAR_INV000779	site03
6_month_followup	NDAR_INV000780	site03
6_month_followup	NDAR_INV000781	site02
6_month_followup	NDAR_INV000782	site01
6_month_followup	NDAR_INV000783	site03
6_month_followup	NDAR_INV000784	site03
6_month_followup	NDAR_INV000785	site02
6_month_followup	NDAR_INV000786	site01
6_month_followup	NDAR_INV000787	site02
6_month_followup	NDAR_INV000788	site01
6_month_followup	NDAR_INV000789	site03
6_month_followup	NDAR_INV000790	site03
6_month_followup	NDAR_INV000791	site01
6_month_followup	NDAR_INV000792	site03
6_month_followup	NDAR_INV000793	site03
6_month_followup	NDAR_INV000794	site01
6_month_followup	NDAR_INV000795	site02
6_month_followup	NDAR_INV000796	site02
6_month_followup	NDAR_INV000797	site03
6_month_followup	NDAR_INV000798	site01
6_month_followup	NDAR_INV000799	site02
6_month_followup	NDAR_INV000800	site02
12_month_followup	NDAR_INV000401	site01
12_month_followup	NDAR_INV000402	site02
12_month_followup	NDAR_INV000403	site01
12_month_followup	NDAR_INV000404	site02
12_month_followup	NDAR_INV000405	site01
12_month_followup	NDAR_INV000406	site02
12_month_followup	NDAR_INV000407	site01
12_month_followup	NDAR_INV000408	site01
12_month_followup	NDAR_INV000409	site03
12_month_followup	NDAR_INV000410	site02
12_month_followup	NDAR_INV000411	site02
12_month_followup	NDAR_INV000412	site03
12_month_followup	NDAR_INV000413	site01
12_month_followup	NDAR_INV000414	site03
12_month_followup	NDAR_INV000415	site02
12_month_followup	NDAR_INV000416	site01
12_month_followup	NDAR_INV000417	site02
12_month_followup	NDAR_INV000418	site02
12_month_followup	NDAR_INV000419	site01
12_month_followup	NDAR_INV000420	site01
12_month_followup	NDAR_INV000421	site01
12_month_followup	NDAR_INV000422	site02
12_month_followup	NDAR_INV000423	site02
12_month_followup	NDAR_INV000424	site02
12_month_followup	NDAR_INV000425	site02
12_month_followup	NDAR_INV000426	site02
12_month_followup	NDAR_INV000427	site01
12_month_followup	NDAR_INV000428	site02
12_month_followup	NDAR_INV000429	site03
12_month_followup	NDAR_INV000430	site01
12_month_followup	NDAR_INV000431	site02
12_month_followup	NDAR_INV000432	site02
12_month_followup	NDAR_INV000433	site01
12_month_followup	NDAR_INV000434	site03
12_month_followup	NDAR_INV000435	site03
12_month_followup	NDAR_INV000436	site03
12_month_followup	NDAR_INV000437	site03
12_month_followup	NDAR_INV000438	site02
12_month_followup	NDAR_INV000439	site01
12_month_followup	NDAR_INV000440	site03
12_month_followup	NDAR_INV000441	site03
12_month_followup	NDAR_INV000442	site03
12_month_followup	NDAR_INV000443	site02
12_month_followup	NDAR_INV000444	site02
12_month_followup	NDAR_INV000445	site03
12_month_followup	NDAR_INV000446	site03
12_month_followup	NDAR_INV000447	site02
12_month_followup	NDAR_INV000448	site03
12_month_followup	NDAR_INV000449	site01
12_month_followup	NDAR_INV000450	site01
12_month_followup	NDAR_INV000451	site01
12_month_followup	NDAR_INV000452	site02
12_month_followup	NDAR_INV000453	site02
12_month_followup	NDAR_INV000454	site02
12_month_followup	NDAR_INV000455	site03
12_month_followup	NDAR_INV000456	site02
12_month_followup	NDAR_INV000457	site02
12_month_followup	NDAR_INV000458	site02
12_month_followup	NDAR_INV000459	site02
12_month_followup	NDAR_INV000460	site03
12_month_followup	NDAR_INV000461	site02
12_month_followup	NDAR_INV000462	site02
12_month_followup	NDAR_INV000463	site01
12_month_followup	NDAR_INV000464	site01
12_month_followup	NDAR_INV000465	site02
12_month_followup	NDAR_INV000466	site01
12_month_followup	NDAR_INV000467	site01
12_month_followup	NDAR_INV000468	site01
12_month_followup	NDAR_INV000469	site03
12_month_followup	NDAR_INV000470	site02
12_month_followup	NDAR_INV000471	site02
12_month_followup	NDAR_INV000472	site02
12_month_followup	NDAR_INV000473	site01
12_month_followup	NDAR_INV000474	site02
12_month_followup	NDAR_INV000475	site02
12_month_followup	NDAR_INV000476	site02
12_month_followup	NDAR_INV000477	site01
12_month_followup	NDAR_INV000478	site02
12_month_followup	NDAR_INV000479	site01
12_month_followup	NDAR_INV000480	site02
12_month_followup	NDAR_INV000481	site01
12_month_followup	NDAR_INV000482	site01
12_month_followup	NDAR_INV000483	site01
12_month_followup	NDAR_INV000484	site02
12_month_followup	NDAR_INV000485	site03
12_month_followup	NDAR_INV000486	site01
12_month_followup	NDAR_INV000487	site01
12_month_followup	NDAR_INV000488	site01
12_month_followup	NDAR_INV000489	site03
12_month_followup	NDAR_INV000490	site02
12_month_followup	NDAR_INV000491	site01
